Tipo de contrato,Procedimiento de adjudicación,Criterios de adjudicación,Entidad impulsora,Duración del contrato,Importe de adjudicación,Presupuesto sin IVA,¿Caracter plurianual?,CPV,División en lotes,Nº de licitadores presentados,¿UTE?
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,59000.0,71390.0,0,92,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,35996.0,36000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,1-3 años,42733.53,45454.55,1,90,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,1-3 años,58890.0,59900.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,1-3 años,158520.0,190082.64,0,92,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,57028.89,60000.0,0,79,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,29100.0,30000.0,0,31,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,36411.96,37735.85,0,63,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,63154.0,82352.0,0,30,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,680876.36,1016175.22,0,45,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,867281.01,867433.88,0,30,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,867469.44,867690.0,0,30,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,576584.77,877770.42,1,45,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,1-3 años,162483.75,165289.26,0,48,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,394500.0,433884.0,0,73,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,82144.83,82644.63,0,42,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,417355.37,417355.47,1,63,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,129868.67,199322.0,1,50,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,233731.57,316280.99,0,45,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,157728.06,226077.82,0,45,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,1-3 años,49997.25,52000.0,1,90,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,57420.0,59730.0,0,44,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,78421.99,96512.57,0,45,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,68679.0,80483.97,0,30,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,33000.0,40000.0,0,71,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,92280.41,98986.88,0,45,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,58991.15,70158.54,0,45,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,33500.0,52000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,20900.0,30000.0,0,71,0,Menos de 5 licitadores,1
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,244107.05,297691.52,0,45,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,199227.72,312106.33,0,45,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,189000.0,270000.0,0,44,1,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,167998.14,199997.78,0,45,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Educación,Menos de 1 año,25000.0,50000.0,0,39,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,271130.11799999996,387328.74,0,39,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,24789.26,39000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,249200.0,301530.0,1,60,1,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Pluralidad de criterios,Educación,Menos de 1 año,33400.0,34049.58,0,42,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,566597.87,789013.17,0,45,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,35000.0,57000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,30000.0,60000.0,0,71,0,Menos de 5 licitadores,1
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,24870.0,30000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,30000.0,60000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,29000.0,43576.42,0,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,22600.0,38000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,21140.0,42291.09,0,71,0,Menos de 5 licitadores,1
Obras,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,154343.82,199822.12,0,45,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,58677.69,78835.7,0,45,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,148027.42,191884.77,0,45,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,134867.82,170798.26,0,45,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,478288.0,479008.26,0,30,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Educación,Menos de 1 año,28350.0,55000.0,0,71,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,195874.18,198977.76,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,84976.86,86776.86,0,80,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,198545.45,240240.0,0,31,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,72000.0,120000.0,1,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,58000.0,60000.0,1,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,49520.0,54958.68,0,92,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,164193.92,243900.0,0,39,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Pluralidad de criterios,Educación,Menos de 1 año,189000.0,202479.34,0,48,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,513965.3399999999,734236.2,1,60,1,Más de 20 licitadores,0
Suministros,Negociado Sin Publicidad,Pluralidad de criterios,Educación,3-6 años,122790.6,156420.0,1,45,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,585246.22,720303.04,1,45,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Pluralidad de criterios,Educación,3-6 años,224715.75,299805.0,1,45,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Educación,Menos de 1 año,33750.0,54000.0,1,80,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,15399.999999999998,22000.0,0,71,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,40286.211,57551.73,0,30,1,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,59870.0,72442.7,0,51,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,25750.0,34091.46,0,71,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,62634.31,63471.07,0,30,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,29721.97,39530.17,0,37,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,3-6 años,313700.0,322314.04,1,71,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,29823.0,30268.26,0,37,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,21900.0,30000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,45600.0,60000.0,0,71,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Pluralidad de criterios,Educación,Menos de 1 año,45400.0,45454.55,0,42,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,187685.58,302718.67,1,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,49900.0,60000.0,1,71,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,34477.0,35085.0,0,33,1,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,345296.658,493280.94,0,39,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Educación,1-3 años,254545.45,308000.0,1,30,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,440000.0,471640.0,0,98,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,512396.69,512396.69,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,592926.6,847038.0,0,80,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,341250.0,354900.0,0,33,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,66500.0,80465.0,0,30,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,85903.9,91650.0,0,90,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Salud,Menos de 1 año,87260.0,168242.53,0,42,1,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Salud,Menos de 1 año,24732.08,29925.82,0,48,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Salud,Menos de 1 año,176883.987,252691.41,0,33,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,96600.0,106260.0,1,98,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Salud,Menos de 1 año,54500.0,55000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Salud,Menos de 1 año,44980.0,54425.8,0,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Salud,Menos de 1 año,45000.0,54450.0,0,90,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Salud,Menos de 1 año,58073.0,140783.46,0,42,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Salud,Menos de 1 año,59600.0,60000.0,0,98,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Salud,Menos de 1 año,60000.0,72600.0,0,98,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,61175.0,74021.75,0,33,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,105966.11,128219.0,0,22,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Salud,Menos de 1 año,20400.0,36000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Salud,1-3 años,61611.57,74550.0,0,33,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,77020.0,77220.0,0,72,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Otros,Salud,1-3 años,33313.2,40308.97,0,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,38516.06,46604.43,0,79,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Pluralidad de criterios,Salud,Menos de 1 año,36956.0,37630.0,0,38,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Otros,Salud,Menos de 1 año,204000.0,212160.0,0,33,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Salud,Menos de 1 año,78466.465,112094.95,0,33,1,5-10 licitadores,0
Gestión de servicios públicos,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,22146.0,22731.0,0,85,0,Menos de 5 licitadores,0
Gestión de servicios públicos,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,147312.0,149182.68,0,85,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Salud,Menos de 1 año,47619.0,64335.95,0,85,0,Menos de 5 licitadores,0
Gestión de servicios públicos,Negociado Sin Publicidad,Otros,Salud,1-3 años,591090.0,591090.0,0,85,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,19008.26,23000.0,0,55,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,30000.0,30000.0,0,85,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,45000.0,45000.0,0,85,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,44190.25,53470.0,0,72,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,49586.78,60000.0,0,33,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,58903.0,60000.0,0,31,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,110423.14,133612.0,1,50,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,1-3 años,90909.09,99173.56,1,50,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,21460.0,25966.6,0,71,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,68081.24,82638.78,0,45,0,Menos de 5 licitadores,0
Servicios,Negociado con Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,1-3 años,18000.0,54545.46,1,51,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,48739.67,69628.1,1,50,1,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,126446.28,153000.0,0,45,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,15980.0,24038.46,0,22,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,82389.95,97520.26,0,45,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,67506.49,70247.93,0,45,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,57000.0,68970.0,0,71,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,158677.69,192000.0,0,45,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,1-3 años,59504.14,72000.0,1,31,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,32224.52,82644.63,1,50,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,84297.52,102000.0,0,45,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,20661.16,21116.31,0,30,0,Menos de 5 licitadores,0
Servicios,Negociado con Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,58500.0,69230.77,0,22,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Otros,Gobernanza Pública y Autogobierno,Menos de 1 año,363305.782,519008.26,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,286540.16,289256.2,1,80,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,559247.93,676690.0,0,50,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,41000.0,41322.31,1,48,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,119715.0,144855.15,1,72,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,166450.98,185950.41,0,45,0,Menos de 5 licitadores,0
Suministros,Negociado con Publicidad,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,65950.0,82644.63,0,19,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,25184.0,29752.07,0,32,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,36300.0,60000.0,0,31,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,1-3 años,41322.31,41322.32,1,50,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,36280.99,37190.08,0,31,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,87705.0,90000.0,0,51,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,1-3 años,19008.26,23000.0,0,55,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,30000.0,30000.0,0,85,0,Menos de 5 licitadores,0
Suministros,Negociado con Publicidad,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,86538.5,90000.0,0,22,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,33057.85,40000.0,0,71,0,Menos de 5 licitadores,0
